I1_Relations,I1_Sims_1,I1_Sims_2,I1_Sims_3,I1_Sims_4,I1_Sims_5,I1_Sims_6,I1_Sims_7,I1_Sims_8,I1_Sims_9,I1_Sims_10,I1_Sims_11,I1_Sims_12,I1_Sims_13,I1_Sims_14,I1_Sims_15,I1_I,I1_P,I1_M,I1_Ent,I1_Sim,I1_Proto,I1_St,I1_Sz_1,I1_Sz_13,I1_A,I1_D,I1_Therm_1,I1_Therm_2,I1_MemUncert,I1_IdUncert,I1_Should,I1_Consist,I1_Salient,I1_Ideal,I1_BExp,I1_GExp,I1_BelPer,I2_Relations,I2_Sims_1,I2_Sims_2,I2_Sims_3,I2_Sims_4,I2_Sims_5,I2_Sims_6,I2_Sims_7,I2_Sims_8,I2_Sims_9,I2_Sims_10,I2_Sims_11,I2_Sims_12,I2_Sims_13,I2_Sims_14,I2_Sims_15,I2_I,I2_P,I2_M,I2_Ent,I2_Sim,I2_Proto,I2_St,I2_Sz_1,I2_Sz_13,I2_A,I2_D,I2_Therm_1,I2_Therm_2,I2_MemUncert,I2_IdUncert,I2_Should,I2_Consist,I2_Salient,I2_Ideal,I2_BExp,I2_GExp,I2_BelPer,I3_Relations,I3_Sims_1,I3_Sims_2,I3_Sims_3,I3_Sims_4,I3_Sims_5,I3_Sims_6,I3_Sims_7,I3_Sims_8,I3_Sims_9,I3_Sims_10,I3_Sims_11,I3_Sims_12,I3_Sims_13,I3_Sims_14,I3_Sims_15,I3_I,I3_P,I3_M,I3_Ent,I3_Sim,I3_Proto,I3_St,I3_Sz_1,I3_Sz_13,I3_A,I3_D,I3_Therm_1,I3_Therm_2,I3_MemUncert,I3_IdUncert,I3_Should,I3_Consist,I3_Salient,I3_Ideal,I3_BExp,I3_GExp,I3_BelPer,I4_Relations,I4_Sims_1,I4_Sims_2,I4_Sims_3,I4_Sims_4,I4_Sims_5,I4_Sims_6,I4_Sims_7,I4_Sims_8,I4_Sims_9,I4_Sims_10,I4_Sims_11,I4_Sims_12,I4_Sims_13,I4_Sims_14,I4_Sims_15,I4_I,I4_P,I4_M,I4_Ent,I4_Sim,I4_Proto,I4_St,I4_Sz_1,I4_Sz_13,I4_A,I4_D,I4_Therm_1,I4_Therm_2,I4_MemUncert,I4_IdUncert,I4_Should,I4_Consist,I4_Salient,I4_Ideal,I4_BExp,I4_GExp,I4_BelPer,I5_Relations,I5_Sims_1,I5_Sims_2,I5_Sims_3,I5_Sims_4,I5_Sims_5,I5_Sims_6,I5_Sims_7,I5_Sims_8,I5_Sims_9,I5_Sims_10,I5_Sims_11,I5_Sims_12,I5_Sims_13,I5_Sims_14,I5_Sims_15,I5_I,I5_P,I5_M,I5_Ent,I5_Sim,I5_Proto,I5_St,I5_Sz_1,I5_Sz_13,I5_A,I5_D,I5_Therm_1,I5_Therm_2,I5_MemUncert,I5_IdUncert,I5_Should,I5_Consist,I5_Salient,I5_Ideal,I5_BExp,I5_GExp,I5_BelPer,I6_Relations,I6_Sims_1,I6_Sims_2,I6_Sims_3,I6_Sims_4,I6_Sims_5,I6_Sims_6,I6_Sims_7,I6_Sims_8,I6_Sims_9,I6_Sims_10,I6_Sims_11,I6_Sims_12,I6_Sims_13,I6_Sims_14,I6_Sims_15,I6_I,I6_P,I6_M,I6_Ent,I6_Sim,I6_Proto,I6_St,I6_Sz_1,I6_Sz_13,I6_A,I6_D,I6_Therm_1,I6_Therm_2,I6_MemUncert,I6_IdUncert,I6_Should,I6_Consist,I6_Salient,I6_Ideal,I6_BExp,I6_GExp,I6_BelPer,I7_Relations,I7_Sims_1,I7_Sims_2,I7_Sims_3,I7_Sims_4,I7_Sims_5,I7_Sims_6,I7_Sims_7,I7_Sims_8,I7_Sims_9,I7_Sims_10,I7_Sims_11,I7_Sims_12,I7_Sims_13,I7_Sims_14,I7_Sims_15,I7_I,I7_P,I7_M,I7_Ent,I7_Sim,I7_Proto,I7_St,I7_Sz_1,I7_Sz_13,I7_A,I7_D,I7_Therm_1,I7_Therm_2,I7_MemUncert,I7_IdUncert,I7_Should,I7_Consist,I7_Salient,I7_Ideal,I7_BExp,I7_GExp,I7_BelPer,I8_Relations,I8_Sims_1,I8_Sims_2,I8_Sims_3,I8_Sims_4,I8_Sims_5,I8_Sims_6,I8_Sims_7,I8_Sims_8,I8_Sims_9,I8_Sims_10,I8_Sims_11,I8_Sims_12,I8_Sims_13,I8_Sims_14,I8_Sims_15,I8_I,I8_P,I8_M,I8_Ent,I8_Sim,I8_Proto,I8_St,I8_Sz_1,I8_Sz_13,I8_A,I8_D,I8_Therm_1,I8_Therm_2,I8_MemUncert,I8_IdUncert,I8_Should,I8_Consist,I8_Salient,I8_Ideal,I8_BExp,I8_GExp,I8_BelPer,I9_Relations,I9_Sims_1,I9_Sims_2,I9_Sims_3,I9_Sims_4,I9_Sims_5,I9_Sims_6,I9_Sims_7,I9_Sims_8,I9_Sims_9,I9_Sims_10,I9_Sims_11,I9_Sims_12,I9_Sims_13,I9_Sims_14,I9_Sims_15,I9_I,I9_P,I9_M,I9_Ent,I9_Sim,I9_Proto,I9_St,I9_Sz_1,I9_Sz_13,I9_A,I9_D,I9_Therm_1,I9_Therm_2,I9_MemUncert,I9_IdUncert,I9_Should,I9_Consist,I9_Salient,I9_Ideal,I9_BExp,I9_GExp,I9_BelPer,I10_Relations,I10_Sims_1,I10_Sims_2,I10_Sims_3,I10_Sims_4,I10_Sims_5,I10_Sims_6,I10_Sims_7,I10_Sims_8,I10_Sims_9,I10_Sims_10,I10_Sims_11,I10_Sims_12,I10_Sims_13,I10_Sims_14,I10_Sims_15,I10_I,I10_P,I10_M,I10_Ent,I10_Sim,I10_Proto,I10_St,I10_Sz_1,I10_Sz_13,I10_A,I10_D,I10_Therm_1,I10_Therm_2,I10_MemUncert,I10_IdUncert,I10_Should,I10_Consist,I10_Salient,I10_Ideal,I10_BExp,I10_GExp,I10_BelPer,I11_Relations,I11_Sims_1,I11_Sims_2,I11_Sims_3,I11_Sims_4,I11_Sims_5,I11_Sims_6,I11_Sims_7,I11_Sims_8,I11_Sims_9,I11_Sims_10,I11_Sims_11,I11_Sims_12,I11_Sims_13,I11_Sims_14,I11_Sims_15,I11_I,I11_P,I11_M,I11_Ent,I11_Sim,I11_Proto,I11_St,I11_Sz_1,I11_Sz_13,I11_A,I11_D,I11_Therm_1,I11_Therm_2,I11_MemUncert,I11_IdUncert,I11_Should,I11_Consist,I11_Salient,I11_Ideal,I11_BExp,I11_GExp,I11_BelPer,I12_Relations,I12_Sims_1,I12_Sims_2,I12_Sims_3,I12_Sims_4,I12_Sims_5,I12_Sims_6,I12_Sims_7,I12_Sims_8,I12_Sims_9,I12_Sims_10,I12_Sims_11,I12_Sims_12,I12_Sims_13,I12_Sims_14,I12_Sims_15,I12_I,I12_P,I12_M,I12_Ent,I12_Sim,I12_Proto,I12_St,I12_Sz_1,I12_Sz_13,I12_A,I12_D,I12_Therm_1,I12_Therm_2,I12_MemUncert,I12_IdUncert,I12_Should,I12_Consist,I12_Salient,I12_Ideal,I12_BExp,I12_GExp,I12_BelPer,I13_Relations,I13_Sims_1,I13_Sims_2,I13_Sims_3,I13_Sims_4,I13_Sims_5,I13_Sims_6,I13_Sims_7,I13_Sims_8,I13_Sims_9,I13_Sims_10,I13_Sims_11,I13_Sims_12,I13_Sims_13,I13_Sims_14,I13_Sims_15,I13_I,I13_P,I13_M,I13_Ent,I13_Sim,I13_Proto,I13_St,I13_Sz_1,I13_Sz_13,I13_A,I13_D,I13_Therm_1,I13_Therm_2,I13_MemUncert,I13_IdUncert,I13_Should,I13_Consist,I13_Salient,I13_Ideal,I13_BExp,I13_GExp,I13_BelPer,I14_Relations,I14_Sims_1,I14_Sims_2,I14_Sims_3,I14_Sims_4,I14_Sims_5,I14_Sims_6,I14_Sims_7,I14_Sims_8,I14_Sims_9,I14_Sims_10,I14_Sims_11,I14_Sims_12,I14_Sims_13,I14_Sims_14,I14_Sims_15,I14_I,I14_P,I14_M,I14_Ent,I14_Sim,I14_Proto,I14_St,I14_Sz_1,I14_Sz_13,I14_A,I14_D,I14_Therm_1,I14_Therm_2,I14_MemUncert,I14_IdUncert,I14_Should,I14_Consist,I14_Salient,I14_Ideal,I14_BExp,I14_GExp,I14_BelPer,I15_Relations,I15_Sims_1,I15_Sims_2,I15_Sims_3,I15_Sims_4,I15_Sims_5,I15_Sims_6,I15_Sims_7,I15_Sims_8,I15_Sims_9,I15_Sims_10,I15_Sims_11,I15_Sims_12,I15_Sims_13,I15_Sims_14,I15_Sims_15,I15_I,I15_P,I15_M,I15_Ent,I15_Sim,I15_Proto,I15_St,I15_Sz_1,I15_Sz_13,I15_A,I15_D,I15_Therm_1,I15_Therm_2,I15_MemUncert,I15_IdUncert,I15_Should,I15_Consist,I15_Salient,I15_Ideal,I15_BExp,I15_GExp,I15_BelPer,UnlistId,Confusing,UnderstandRelate,UnderstandSimilar,UnderstandCategory,Serious,Usable,Comments,id,carry,ID1,C1,IDC1,ID2,C2,IDC2,ID3,C3,IDC3,ID4,C4,IDC4,ID5,C5,IDC5,ID6,C6,IDC6,ID7,C7,IDC7,ID8,C8,IDC8,ID9,C9,IDC9,ID10,C10,IDC10,ID11,C11,IDC11,ID12,C12,IDC12,ID13,C13,IDC13,ID14,C14,IDC14,ID15,C15,IDC15
2,,4,,,,,,,,,,,,,,6,4,4,2,4,4,4,70,71,30,31,90,90,31,33,28,30,28,30,27,27,31,1,4,,,,,,,,,,,,,,,5,4,3,2,4,2,5,13,23,29,31,90,90,31,31,28,28,28,32,27,27,30,3,,,10,,,,,,,,,,,,,6,3,5,2,3,3,2,96,30,30,29,90,90,31,31,31,32,28,28,27,27,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,4,,57539,1,American,1,,Japanese-American,1,,Student,1,,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA
3,,,6,,,,,,,,,,,,,4,5,5,5,5,3,4,35,21,31,30,39,43,29,30,30,29,31,30,28,27,30,7,,,,,,,9,,,,,,,,,6,6,6,5,4,4,4,70,54,30,29,58,39,31,30,30,31,30,31,27,27,30,11,,,,,,,,,,,10,,,,,5,5,4,5,5,5,5,65,59,31,30,67,74,30,29,29,29,27,27,27,27,30,14,,,,,,,,,,,,,,7,,5,5,5,3,4,4,5,44,61,31,30,65,28,30,30,31,30,31,30,27,27,27,15,,,,,,,,,,,,,,,7,4,5,5,6,5,4,4,51,62,31,30,37,73,30,30,31,30,30,31,27,27,27,7,,,,,,,7,,,,,,,,,5,5,4,4,5,5,3,26,61,31,31,72,87,30,29,31,30,31,32,27,27,30,6,,,,,,8,,,,,,,,,,5,4,4,5,5,4,5,38,67,30,31,40,58,30,30,31,31,30,31,27,27,27,12,,,,,,,,,,,,6,,,,5,4,5,3,5,6,5,30,43,27,27,65,26,31,30,31,33,29,31,27,27,30,15,,,,,,,,,,,,,,,8,5,4,4,5,3,4,5,20,77,30,31,35,39,30,30,27,30,27,32,27,27,30,3,,,7,,,,,,,,,,,,,3,5,5,3,5,5,4,24,46,30,31,67,45,30,31,30,31,30,31,30,27,27,1,5,,,,,,,,,,,,,,,3,4,4,4,3,5,4,23,23,30,30,63,59,29,29,30,30,29,27,27,27,27,4,,,,6,,,,,,,,,,,,5,4,3,5,5,4,4,28,40,31,30,63,57,30,27,30,29,30,30,27,27,30,2,,6,,,,,,,,,,,,,,5,5,3,3,4,5,2,35,18,31,30,61,35,30,31,30,30,29,31,27,28,27,4,,,,6,,,,,,,,,,,,3,5,4,3,5,3,4,23,27,31,29,63,56,30,30,29,31,29,31,27,27,31,2,,2,,,,,,,,,,,,,,4,5,4,5,2,4,4,22,45,29,29,35,69,30,30,31,29,31,31,27,27,27,No,No ,4,4,4,4,4,,59306,1,Age,1,,Ethnicity,1,,Gender,1,,Social class,1,,Religion,1,,Native language,1,,Nationality,1,,Profession,1,,Political affiliation,1,,Sexual orientation,1,,Sexuality,1,,Job level,1,,Parental status,1,,Economic status,1,,Beliefs,1,
1,10,,,,,,,,,,,,,,,8,7,4,6,4,5,4,10,21,32,30,82,73,32,30,32,32,30,31,29,29,31,2,,7,,,,,,,,,,,,,,8,6,4,5,5,5,4,71,57,32,30,75,70,30,30,31,31,31,31,28,28,30,3,,,8,,,,,,,,,,,,,8,6,4,5,5,5,4,71,65,32,30,82,74,30,30,32,31,31,31,28,28,31,4,,,,8,,,,,,,,,,,,8,7,4,5,5,5,4,83,82,32,30,77,73,30,30,31,31,31,32,27,28,31,5,,,,,8,,,,,,,,,,,6,6,4,5,5,5,4,70,64,31,30,75,71,30,30,31,31,31,31,29,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,6,6,6,4,4,"No, thank you.",59094,1,Female,1,,Asian,1,,Chinese,1,,High school graduated,1,,bilingual,1,,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA
"1,3",6,,6,,,,,,,,,,,,,8,6,2,6,4,5,1,48,39,32,32,80,59,30,30,32,32,31,33,27,31,32,4,,,,6,,,,,,,,,,,,6,6,4,5,5,5,2,89,36,32,32,78,70,30,30,30,32,31,32,27,29,31,1,7,,,,,,,,,,,,,,,6,6,2,6,4,4,1,43,39,31,31,82,73,30,30,32,31,29,31,27,28,31,2,,12,,,,,,,,,,,,,,6,6,3,5,3,4,2,94,91,32,32,80,77,30,30,32,32,31,32,29,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,no,6,6,4,4,4,no,59190,1,daughter,1,,student,1,,sister,1,,friend,1,,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58624,1,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA
1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58668,1,female,1,,asian,1,,pakistani,1,,straight,1,,upper middle class,1,,young adult,1,,muslim,1,,us citizen,1,,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Students and Catholic,Everything was fine.,4,6,4,4,4,"I liked answering the survey, I felt good and comfortable with the questions.",59386,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,,,,,,,,,,6,6,6,3,4,4,4,63,61,30,29,33,54,33,32,29,31,31,31,28,30,31,2,,10,,,,,,,,,,,,,,5,5,4,6,8,8,4,75,54,30,30,,,30,29,30,32,32,30,31,30,32,4,,,,5,,,,,,,,,,,,6,4,6,5,6,8,3,54,52,33,31,56,31,33,31,33,29,30,33,30,32,32,3,,,12,,,,,,,,,,,,,6,6,8,5,8,5,7,46,47,31,33,54,39,31,29,33,33,33,33,32,32,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,6,5,5,5,5,,58539,1,male,1,,student,1,,brown,1,,muslim,1,,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA
4,,,,7,,,,,,,,,,,,8,7,1,8,8,8,7,95,47,33,33,,,33,30,31,29,31,32,31,31,31,4,,,,6,,,,,,,,,,,,6,6,6,6,6,6,6,53,56,32,32,63,63,32,32,32,32,32,32,31,31,32,4,,,,9,,,,,,,,,,,,6,6,6,6,6,6,6,68,53,32,32,75,,31,31,32,32,32,30,31,30,30,3,,,8,,,,,,,,,,,,,5,5,4,5,5,5,5,60,59,31,31,59,37,31,30,32,29,31,30,29,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,4,4,4,4,4,no,60146,1,asian,1,,female,1,,college,1,,middle class,1,,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA
"1,2,4,5",10,9,,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58114,1,Asian,1,,Asian-American,1,,Woman,1,,Vietnamese,1,,First-generation,1,,Artist,1,,Writer,1,,College student,1,,Eldest Sister,1,,Eldest Daughter,1,,Californian,1,,Collector,1,,Singer,1,,Kpop Stan,1,,Catholic,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Part 2, don't really remember what this study is asking for. ",5,5,5,4,5,Study is a little hard to follow when I can't go back and reread instructions or information. ,59363,1,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,,58668,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
